Protein_ID,AAO_1,AAO_2,AAO_3,AAO_4,AAO_5,AAO_6,AAO_7,AAO_8,AAO_9,AAO_10,AAO_11,AAO_12,AAO_13,AAO_14,AAO_15,AAO_16,AAO_17,AAO_18,AAO_19,AAO_20
P43131,-94,-307,-288,-345,-611,-173,-147,-461,-470,-331,-344,-199,-205,-561,-434,-98,-114,-826,-479,-169
O34894,-211,49,-249,-213,-1609,518,778,-1385,-458,-703,-293,479,-406,-1365,-1593,-269,-369,-1852,-1083,-696
Q97R46,-310,-720,-606,-728,-1136,-658,-628,-791,-735,-539,-794,-614,-683,-1045,-1030,-559,-541,-1533,-920,-420
P40875,14,-346,-607,-546,-781,-363,-478,-443,-331,-550,-418,-577,-497,-659,-512,-331,-322,-778,-595,-412
P37948,54,-1053,-857,-1386,-675,-847,-1264,-284,-1044,95,73,-1112,141,199,-754,-143,-187,-408,-333,-23
P00512,-187,-532,-486,-563,-712,-497,-487,-535,-559,-368,-505,-444,-404,-671,-865,-355,-342,-1078,-583,-322
P39043,-115,-236,-205,-288,-579,-144,-216,-293,-293,-288,-318,-149,-215,-364,-326,-49,-82,-558,-237,-216
Q08352,-49,-410,-357,-374,-748,-307,-250,-441,-452,-285,-352,-237,-306,-559,-450,-190,-159,-969,-462,-231
P0A5Q2,-3,-214,-177,-224,-248,-136,-159,-196,-272,-135,-154,-164,-91,-258,-193,-37,-13,-355,-232,-59
Q04664,-280,-379,-484,-617,-816,-361,-482,-720,-586,-271,-261,-363,-185,-379,-745,-261,-194,-802,-372,-236
P0A2X4,-221,-163,-175,-256,-460,-176,-196,-397,-260,-244,-236,-161,-256,-251,-361,-147,-150,-501,-243,-251
Q9X895,-196,-297,-507,-261,-1330,-399,-32,-729,-525,-505,-550,-228,-501,-515,-666,-401,-452,-850,-312,-475
P81594,-133,-308,-335,-422,-783,-206,-195,-441,-516,-493,-541,-196,-370,-608,-459,-160,-218,-780,-485,-403
P0A564,36,-77,-40,-80,-194,19,-26,-78,-67,-134,-123,-77,-58,-182,-194,3,-23,-193,-125,-96
Q02114,-110,-473,-289,-549,-1005,-344,-402,-642,-606,-450,-502,-272,-423,-769,-740,-90,-93,-1233,-568,-368
P26379,-12,-162,-136,-140,-236,-61,-73,-200,-147,-131,-127,-98,-63,-231,-223,-49,-66,-326,-215,-96
P0A0I7,-188,-233,-338,-288,-609,-218,-173,-504,-303,-168,-185,-208,-140,-424,-472,-244,-172,-744,-382,-164
Q50367,-102,-397,-118,-260,-613,-212,-210,-401,-476,-403,-447,-166,-303,-609,-543,30,54,-875,-517,-275
Q7A338,-164,-321,-210,-207,-621,-242,-208,-302,-341,-335,-341,-240,-294,-395,-308,-112,-113,-651,-347,-232
O66043,-367,-470,-481,-671,-1152,-384,-562,-905,-531,-310,-326,-445,-380,-482,-947,-329,-350,-941,-443,-362
Q59280,-163,-826,-790,-796,-941,-767,-750,-758,-964,-742,-830,-705,-723,-1087,-1086,-409,-399,-1551,-1114,-548
O32130,-240,-324,-270,-367,-795,-208,-271,-415,-389,-438,-483,-232,-320,-520,-514,-175,-239,-751,-329,-354
P42983,-52,-116,-118,-128,-255,-64,-69,-156,-156,-199,-193,-81,-120,-241,-175,-31,-73,-304,-180,-141
Q2RKH8,-75,-405,-696,-626,-935,-496,-481,-646,-665,-434,-483,-510,-292,-899,-650,-391,-392,-1327,-913,-326
P06632,-213,-415,-415,-451,-647,-301,-304,-571,-397,-403,-373,-318,-334,-523,-571,-261,-289,-776,-445,-330
Q59111,-69,-278,-293,-334,-600,-195,-195,-315,-369,-310,-330,-197,-240,-426,-410,-156,-135,-634,-332,-234
P55179,-268,-546,-437,-476,-1003,-379,-299,-619,-546,-541,-601,-327,-450,-767,-726,-314,-253,-1244,-638,-436
Q79VE8,-78,-393,-350,-381,-774,-269,-260,-373,-475,-379,-387,-273,-287,-553,-392,-142,-128,-764,-470,-282
P12667,-59,-144,-132,-128,-280,-82,-92,-184,-180,-175,-203,-106,-125,-248,-195,-38,-65,-347,-196,-129
Q46134,-117,-160,-104,-219,-507,-73,-133,-326,-290,-248,-269,-31,-164,-331,-330,-38,-56,-549,-220,-211
P26380,-61,-143,-131,-169,-342,-81,-117,-277,-233,-124,-159,-89,-90,-273,-254,-83,-46,-437,-259,-72
P20487,-125,-60,-72,-130,-336,48,26,-296,-114,-195,-149,9,-41,-209,-256,-44,-116,-336,-143,-149
P65561,-275,-963,-916,-1147,-919,-827,-961,-697,-987,-188,-138,-901,-97,-246,-748,-444,-415,-696,-544,-241
P33116,-467,-1016,-1029,-1412,-1731,-822,-1126,-1259,-1312,-454,-475,-1050,-506,-792,-1758,-512,-574,-1763,-1087,-550
Q93PS3,-32,-636,-665,-719,-1160,-450,-640,-732,-476,-596,-527,-760,-588,-866,-678,-398,-401,-1153,-874,-457
P0A0A5,-234,-280,-170,-255,-913,-152,-110,-585,-282,-479,-434,-85,-302,-443,-590,-173,-174,-785,-247,-402
P38536,-652,-1842,-628,-1157,-3889,-1090,-1212,-1666,-1580,-2033,-2211,-1374,-1712,-2211,-2186,-420,-308,-3016,-1397,-1518
P20805,-200,-475,-411,-443,-784,-425,-365,-508,-499,-525,-566,-386,-440,-578,-549,-258,-305,-919,-491,-457
P0A5P8,38,-203,-144,-201,-288,-105,-152,-160,-230,-152,-160,-139,-88,-273,-129,5,-11,-421,-252,-85
P37552,-32,-200,-137,-189,-267,-125,-131,-219,-200,-124,-175,-111,-129,-231,-208,-91,-70,-383,-223,-76
P46807,-74,-503,-546,-582,-855,-517,-458,-518,-420,-469,-452,-544,-443,-631,-697,-313,-311,-1131,-553,-338
A6QIG7,-89,-104,-78,-181,-303,-74,-66,-231,-143,-207,-165,-39,-108,-202,-226,-27,-51,-333,-143,-151
P42014,-178,-603,-741,-746,-1350,-431,-324,-952,-919,-542,-571,-506,-461,-1032,-989,-447,-449,-1664,-983,-467
P35596,-112,-337,-529,-479,-1063,-308,-291,-557,-519,-568,-509,-364,-474,-824,-646,-249,-252,-1103,-648,-427
P31306,-69,-456,-267,-366,-1488,-174,-325,-636,-696,-677,-605,-170,-516,-712,-461,-148,-183,-1008,-475,-483
P28598,-378,-1144,-1047,-1070,-1812,-891,-763,-1211,-1485,-1014,-1157,-768,-934,-1731,-1542,-703,-657,-2300,-1643,-748
Q6YP15,-299,-408,-380,-500,-665,-390,-434,-502,-427,-388,-399,-330,-413,-517,-622,-358,-417,-726,-515,-405
P54178,-132,-211,-154,-136,-374,-123,-114,-277,-215,-150,-168,-78,-147,-192,-233,-97,-87,-451,-186,-134
P29761,-271,-543,-357,-525,-1341,-399,-344,-800,-690,-585,-607,-315,-425,-740,-878,-140,-262,-1138,-464,-497
P24943,-53,-924,-813,-1058,-931,-740,-889,-676,-986,-147,-186,-787,-219,-528,-936,-340,-240,-1257,-828,-72
P08656,-90,-167,-161,-253,-221,-138,-174,-206,-222,-139,-123,-142,-92,-186,-223,-102,-74,-287,-175,-127
P75409,-339,-542,-406,-615,-1114,-254,-353,-867,-568,-751,-734,-434,-454,-789,-795,-157,-242,-1161,-544,-569
P09401,-78,-392,-331,-410,-890,-233,-306,-476,-443,-566,-511,-264,-376,-678,-566,-119,-110,-980,-512,-414
P10335,-149,-476,137,-210,-1495,111,57,-757,-568,-830,-903,98,-742,-1152,-338,190,172,-1646,-817,-564
P46105,138,-1066,-933,-1344,-903,-791,-1172,-378,-1138,42,-29,-1117,44,-25,-769,-97,-146,-568,-469,-30
P0A334,-81,-149,-226,-313,-260,-166,-216,-253,-195,-69,-52,-198,-24,-73,-314,-85,-56,-276,-122,-72
Q02251,-586,-2771,-2757,-3049,-4093,-2222,-2804,-3299,-2322,-2701,-2681,-3106,-2230,-3720,-3599,-785,-1325,-5505,-3841,-2006
Q08430,-290,-337,-539,-620,-956,-255,-338,-834,-471,-199,-196,-499,-153,-549,-829,-295,-281,-1009,-568,-261
P54544,-183,-467,-442,-664,-762,-253,-516,-538,-538,-97,-96,-332,44,-137,-493,-239,-193,-452,-278,-193
P50012,-202,-713,-539,-780,-730,-542,-640,-449,-492,-9,-5,-621,4,-24,-571,-260,-174,-502,-359,-112
P0A4V0,-200,-431,-435,-514,-960,-309,-317,-700,-517,-355,-399,-398,-424,-656,-772,-391,-313,-1161,-565,-274
P09616,-184,-212,1,-211,-674,-113,-176,-377,-281,-380,-420,-53,-302,-431,-449,19,14,-649,-262,-313
P16449,-176,-329,-373,-501,-389,-277,-343,-438,-356,-108,-75,-335,-44,-92,-441,-206,-143,-330,-154,-113
Q8XMP3,-605,-732,-885,-765,-1662,-800,-529,-1286,-936,-816,-854,-600,-809,-1045,-1142,-778,-735,-1620,-981,-816
Q79VE9,-343,-821,-727,-938,-1157,-619,-749,-798,-699,-364,-335,-735,-255,-489,-811,-399,-337,-986,-536,-412
Q8G7W9,-442,-453,-572,-578,-1203,-431,-251,-876,-546,-541,-598,-312,-413,-676,-963,-536,-491,-1136,-580,-553
P39127,-82,-194,-488,-495,-751,-262,-324,-649,-293,-318,-165,-469,-239,-459,-518,-263,-282,-749,-529,-260
P50589,-143,-238,-282,-297,-406,-227,-186,-333,-279,-218,-264,-191,-192,-337,-392,-188,-214,-524,-352,-210
P63713,-364,-525,-826,-880,-1358,-660,-694,-1045,-602,-693,-520,-689,-392,-723,-896,-527,-484,-1268,-919,-564
P30234,-44,-432,-368,-418,-755,-302,-261,-434,-412,-291,-347,-261,-283,-545,-463,-170,-169,-941,-458,-250
P0A512,-702,-765,-829,-1108,-1383,-815,-895,-1275,-630,-709,-577,-732,-419,-698,-1231,-609,-640,-1459,-955,-690
P06886,-192,-181,-38,-138,-545,-72,-102,-309,-210,-199,-259,6,-191,-276,-333,-45,-12,-531,-160,-195
Q01467,-167,-297,-311,-411,-324,-253,-308,-429,-282,-54,-38,-304,-12,-73,-376,-211,-123,-373,-130,-65
P13692,39,-143,-102,-243,-1317,338,351,-745,-551,-678,-534,230,-493,-1188,-681,104,84,-1534,-933,-517
P39804,-83,-87,-83,-104,-264,7,8,-214,-116,-158,-149,-35,-74,-163,-183,-36,-66,-260,-115,-108
Q46338,43,-225,-233,-275,-333,-137,-144,-230,-294,-207,-186,-194,-131,-337,-246,-40,-53,-481,-308,-119
Q9Z4P6,-182,-636,-500,-639,-1112,-321,-256,-791,-782,-561,-638,-333,-402,-1046,-755,-205,-246,-1576,-859,-351
Q9CJ45,-223,-294,-257,-341,-631,-259,-201,-476,-442,-284,-297,-201,-226,-490,-578,-175,-166,-771,-471,-260
Q2FZE2,-64,-82,-78,-78,-279,-35,-17,-153,-91,-144,-153,-22,-101,-144,-174,-57,-42,-230,-121,-101
P60611,-169,-251,-395,-330,-596,-270,-269,-521,-333,-177,-186,-263,-139,-454,-521,-273,-215,-802,-453,-140
P38645,-658,-884,-688,-823,-1509,-794,-763,-1031,-728,-883,-935,-706,-792,-828,-1252,-575,-676,-1367,-648,-870
P56220,-107,-329,-221,-296,-602,-297,-260,-270,-389,-243,-406,-252,-344,-590,-506,-199,-166,-797,-524,-143
P21608,-68,-718,-634,-865,-771,-554,-685,-548,-752,-94,-171,-550,-49,-339,-819,-236,-193,-963,-455,-82
P34959,-67,-209,-150,-236,-265,-138,-173,-168,-109,-76,-75,-161,-24,-55,-243,-73,-80,-233,-83,-81
A2RMA8,-136,-824,-741,-1093,-799,-666,-894,-603,-902,-75,-96,-711,-21,-114,-858,-220,-228,-834,-479,-127
P35165,-41,-34,-255,-177,-483,-69,-96,-347,-200,-228,-159,-142,-177,-327,-357,-122,-111,-499,-234,-199
P28612,-50,-164,-158,-189,-584,-88,-114,-330,-329,-279,-293,-90,-235,-423,-264,-54,-78,-632,-336,-195
P0A4D8,-627,-621,-876,-931,-1543,-611,-684,-1248,-968,-844,-828,-399,-681,-1219,-1314,-546,-614,-1976,-1217,-757
Q9X3P3,-405,-1025,-1094,-1383,-1528,-955,-1099,-1312,-1047,-608,-569,-1045,-637,-908,-1426,-689,-596,-1632,-929,-547
Q8VL79,-50,-58,-44,-73,-112,-30,-33,-111,-90,-59,-61,-9,-16,-91,-105,-35,-39,-133,-72,-51
P82593,-225,-781,-454,-677,-1538,-513,-512,-779,-880,-1027,-991,-595,-695,-1148,-1074,-113,-140,-1445,-816,-726
P25958,-87,-156,-135,-161,-256,-52,-103,-210,-135,-148,-149,-120,-80,-213,-240,-74,-75,-324,-154,-125
O86963,-62,-327,-560,-458,-1046,-329,-271,-517,-483,-597,-503,-389,-480,-843,-660,-257,-271,-1130,-625,-424
P36948,-4,-587,-493,-749,-631,-472,-635,-299,-730,28,-10,-546,-7,-106,-649,-177,-145,-635,-332,-3
P46349,-21,-1091,-742,-1276,-761,-874,-1109,-440,-1051,85,-89,-941,-108,40,-882,-228,-202,-549,-351,-22
Q59331,-321,-739,-688,-791,-1115,-656,-574,-798,-744,-556,-692,-566,-637,-955,-1029,-492,-511,-1411,-879,-523
Q8DS12,-75,-530,-448,-475,-937,-314,-225,-625,-694,-486,-556,-213,-430,-823,-805,-298,-346,-1256,-844,-326
P28628,-176,-188,-146,-239,-423,-189,-189,-304,-217,-163,-221,-119,-172,-177,-240,-128,-140,-390,-194,-130
P46922,-58,-326,-236,-261,-589,-155,-160,-396,-388,-312,-369,-155,-205,-468,-418,-91,-98,-597,-348,-239
P42432,-21,-796,-755,-1236,-732,-736,-1084,-412,-910,-52,-22,-886,46,5,-795,-167,-223,-525,-424,-120
Q9F0R1,-99,-71,-61,-104,-254,-28,-42,-260,-108,-73,-81,3,-65,-116,-223,-59,-44,-255,-66,-87
P47722,-20,-373,-389,-362,-540,-353,-302,-417,-467,-305,-357,-283,-341,-577,-545,-247,-208,-767,-517,-204
P13485,-596,-517,-468,-663,-1607,-344,-339,-1345,-642,-748,-721,-228,-497,-766,-1146,-325,-410,-1624,-484,-656
O87237,-26,-63,-38,-55,-92,-37,-31,-95,-87,-85,-78,-38,-50,-124,-83,-2,-2,-166,-105,-60
P39652,-173,-649,-206,-553,-1133,-305,-427,-586,-561,-733,-854,-456,-502,-854,-723,12,-67,-1192,-581,-542
P20166,-133,-1114,-822,-1107,-1552,-692,-871,-747,-1063,-242,-474,-703,-340,-620,-1038,-425,-293,-1553,-871,-253
